author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
BARNES International Realty;https://www.cian.ru/sale/flat/288164160/;Москва;sale;flat;6;10;4;184.1;82400000;Басманный;Нижняя Красносельская;Бауманская;TriBeCa APARTMENTS
Э.К. Девелопмент;https://www.cian.ru/sale/flat/285743352/;Москва;sale;flat;11;25;4;106.5;39724500;Хорошевский;Маргелова;Беговая;Авиатика
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/279368376/;Москва;sale;flat;3;5;4;106.8;85000000;Арбат;переулок Романов;Библиотека им. Ленина;
Valartis Group;https://www.cian.ru/sale/flat/274789013/;Москва;sale;flat;5;8;4;222.5;151300000;Арбат;Арбат;Арбатская;Turandot Residences
Kalinka Group;https://www.cian.ru/sale/flat/280065235/;Москва;sale;flat;4;16;4;155.0;98000000;Раменки;Мичуринский проспект;Ломоносовский проспект;
Capital Group;https://www.cian.ru/sale/flat/284503823/;Москва;sale;flat;65;67;4;145.25;155353226;Пресненский;Краснопресненская набережная;Выставочная;Capital Towers
САДОВЫЕ КВАРТАЛЫ. Офис продаж;https://www.cian.ru/sale/flat/280195532/;Москва;sale;flat;5;8;4;173.9;172100000;Хамовники;Усачева;Спортивная;Садовые кварталы
А101;https://www.cian.ru/sale/flat/285977954/;Москва;sale;flat;6;10;4;64.3;13756930;;;Улица Горчакова;Дзен-кварталы ЖК
NIKA ESTATE;https://www.cian.ru/sale/flat/277607301/;Москва;sale;flat;1;7;4;201.6;400000000;Хамовники;Ефремова;Спортивная;Knightsbridge Private Park
TEKTA GROUP;https://www.cian.ru/sale/flat/287774648/;Москва;sale;flat;23;42;4;83.6;35922920;Котловка;;Крымская;Энитео ЖК
Century 21 Street Realty;https://www.cian.ru/sale/flat/285604501/;Москва;sale;flat;12;22;4;160.0;79000000;Пресненский;Шмитовский проезд;Деловой центр;Шмитовский 16
;https://www.cian.ru/sale/flat/282960274/;Москва;sale;flat;6;23;4;146.0;97460000;Пресненский;;Улица 1905 года;Онест ЖК
Century 21 Premium Property;https://www.cian.ru/sale/flat/287551064/;Москва;sale;flat;28;53;4;96.6;34000000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
Valartis Group;https://www.cian.ru/sale/flat/274788004/;Москва;sale;flat;3;5;4;206.7;176728500;Арбат;Арбат;Смоленская;Artisan
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/279514117/;Москва;sale;flat;4;7;4;126.7;109000000;Хамовники;Денежный переулок;Смоленская;
MR Group;https://www.cian.ru/sale/flat/288075098/;Москва;sale;flat;7;16;4;137.3;186000310;Мещанский;;Сухаревская;Клубный дом Forum
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/274705277/;Москва;sale;flat;12;22;4;160.0;79000000;Пресненский;Шмитовский проезд;Улица 1905 года;Шмитовский 16
KR Properties;https://www.cian.ru/sale/flat/278843058/;Москва;sale;flat;-1;-1;-1;202.0;432176346;Мещанский;Кузнецкий Мост;Кузнецкий мост;Kuznetsky Most 12 by Lalique
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/285243200/;Москва;sale;flat;26;41;4;138.2;137000000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
Абсолют Недвижимость;https://www.cian.ru/sale/flat/285928662/;Москва;sale;flat;16;17;4;107.3;21349565;;;Рассказовка;
Century 21 Street Realty;https://www.cian.ru/sale/flat/285903029/;Москва;sale;flat;55;58;4;114.4;40000000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
А101;https://www.cian.ru/sale/flat/273053876/;Москва;sale;flat;2;17;4;108.3;24405093;;;Прокшино;
Century 21 Street Realty;https://www.cian.ru/sale/flat/286440298/;Москва;sale;flat;11;44;4;186.5;68000000;Раменки;Мосфильмовская;Минская;Воробьевы Горы
ФСК;https://www.cian.ru/sale/flat/287459309/;Москва;sale;flat;-1;-1;-1;202.0;26088975;Покровское-Стрешнево;Строительный проезд;Тушинская;Sky Garden
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/287238643/;Москва;sale;flat;2;6;4;164.6;205750000;Якиманка;Большая Полянка;Полянка;Cloud Nine
РГ-Девелопмент;https://www.cian.ru/sale/flat/280126571/;Москва;sale;flat;2;17;4;84.5;28138500;Савеловский;Старый Петровско-Разумовский проезд;Гражданская;Петровский парк II
Арт Риэлти;https://www.cian.ru/sale/flat/284253561/;Москва;sale;flat;38;48;4;122.4;41000000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
РГ-Девелопмент;https://www.cian.ru/sale/flat/284832036/;Москва;sale;flat;13;18;4;106.8;29017560;Головинский;Михалковская;Коптево;Михалковский
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/284495208/;Москва;sale;flat;2;3;4;181.4;139000000;Якиманка;3-й Кадашевский переулок;Третьяковская;Кадашевские палаты
Центр-Инвест;https://www.cian.ru/sale/flat/288173289/;Москва;sale;flat;17;22;4;120.7;63648199;Красносельский;Большая Спасская;Площадь трёх вокзалов;Dialog
TimeProperty;https://www.cian.ru/sale/flat/286758502/;Москва;sale;flat;19;43;4;110.2;43000000;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
РГ-Девелопмент;https://www.cian.ru/sale/flat/288378015/;Москва;sale;flat;3;30;4;104.1;24588420;Чертаново Южное;;Аннино;Варшавские Ворота ЖК
Century 21 Street Realty;https://www.cian.ru/sale/flat/287488080/;Москва;sale;flat;42;58;4;113.5;38500000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
КОРТРОС;https://www.cian.ru/sale/flat/243144829/;Москва;sale;flat;6;35;4;114.28;48111880;Пресненский;Шмитовский проезд;Шелепиха;Headliner
Cristall Realty;https://www.cian.ru/sale/flat/285510123/;Москва;sale;flat;7;22;4;97.3;46000000;Раменки;Мосфильмовская;Раменки;Мичуринский
Ташир;https://www.cian.ru/sale/flat/283657765/;Москва;sale;flat;4;17;4;103.7;52430720;Раменки;;;Легаси ЖК
Century 21 Premium Property;https://www.cian.ru/sale/flat/287489131/;Москва;sale;flat;21;36;4;88.0;45900000;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
ФСК;https://www.cian.ru/sale/flat/283555054/;Москва;sale;flat;-1;-1;-1;202.0;67529520;Ростокино;;Ботанический сад;Режиссер ЖК
PEOPLE;https://www.cian.ru/sale/flat/284538158/;Москва;sale;flat;2;18;4;77.0;41000000;Можайский;Гжатская;Давыдково;LIFE-Кутузовский
Optima Development;https://www.cian.ru/sale/flat/288377305/;Москва;sale;flat;36;41;4;110.7;77755459;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
PEOPLE;https://www.cian.ru/sale/flat/284951790/;Москва;sale;flat;15;23;4;108.2;45900000;Можайский;Гжатская;Давыдково;LIFE-Кутузовский
MR Group;https://www.cian.ru/sale/flat/285041217/;Москва;sale;flat;3;20;4;108.5;29896868;Покровское-Стрешнево;Северо-Западный ао;Трикотажная;Сити Бэй ЖК
PEOPLE;https://www.cian.ru/sale/flat/285289146/;Москва;sale;flat;6;23;4;126.6;54999000;Можайский;Гжатская;Давыдково;LIFE-Кутузовский
Level Group;https://www.cian.ru/sale/flat/286107048/;Москва;sale;flat;-1;-1;-1;202.0;41011433;Басманный;Большая Почтовая;Электрозаводская;Level Бауманская
Времена года;https://www.cian.ru/sale/flat/281668725/;Москва;sale;flat;4;7;4;191.0;250000000;Хамовники;Льва Толстого;Фрунзенская;Литератор
Ташир;https://www.cian.ru/sale/flat/271161275/;Москва;sale;flat;21;21;4;193.2;96600000;Очаково-Матвеевское;Аминьевское шоссе;Давыдково;West Tower (Апартаменты бизнес-класса)
PEOPLE;https://www.cian.ru/sale/flat/279886139/;Москва;sale;flat;21;23;4;139.2;55000000;Можайский;Гжатская;Давыдково;LIFE-Кутузовский
KR Properties;https://www.cian.ru/sale/flat/282239543/;Москва;sale;flat;3;15;4;142.82;116026968;Пресненский;Столярный переулок;Краснопресненская;Мюр & Мерилиз
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/282783881/;Москва;sale;flat;3;9;4;152.2;78900000;Замоскворечье;Татарская;Павелецкая;
Level Group;https://www.cian.ru/sale/flat/287990119/;Москва;sale;flat;2;6;4;190.0;202230004;Хамовники;Саввинская набережная;Спортивная;Саввинская 27 от Level
Century 21 Street Realty;https://www.cian.ru/sale/flat/278380379/;Москва;sale;flat;2;18;4;77.0;41000000;Можайский;Гжатская;Рабочий посёлок;LIFE-Кутузовский
КРОСТ;https://www.cian.ru/sale/flat/286830664/;Москва;sale;flat;4;26;4;97.9;37202000;Щукино;площадь Академика Курчатова;Октябрьское поле;Театральный квартал
Cristall Realty;https://www.cian.ru/sale/flat/287257859/;Москва;sale;flat;8;18;4;114.0;51000000;Пресненский;Шмитовский проезд;Шелепиха;Headliner
Группа Эталон;https://www.cian.ru/sale/flat/283964807/;Москва;sale;flat;5;7;4;100.9;44346880;Даниловский;;Технопарк;Нагатино Ай-Ленд ЖК
Whitewill;https://www.cian.ru/sale/flat/287645874/;Москва;sale;flat;12;12;4;150.0;135000000;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
А101;https://www.cian.ru/sale/flat/275546564/;Москва;sale;flat;11;16;4;72.8;14574054;;;Улица Скобелевская;
Apple Real Estate;https://www.cian.ru/sale/flat/288302834/;Москва;sale;flat;4;5;4;136.6;175000000;Арбат;переулок Романов;Библиотека им. Ленина;
Абсолют Недвижимость;https://www.cian.ru/sale/flat/285444219/;Москва;sale;flat;2;20;4;108.2;18229588;;;Рассказовка;
Kalinka Group;https://www.cian.ru/sale/flat/281599406/;Москва;sale;flat;3;12;4;181.0;198000000;Хамовники;Малая Пироговская;Спортивная;Barrin House
КОРТРОС;https://www.cian.ru/sale/flat/277306585/;Москва;sale;flat;2;26;4;78.9;27693900;Останкинский;;Марьина роща;АйЛав ЖК
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/286020879/;Москва;sale;flat;4;6;4;176.4;180000000;Замоскворечье;Большой Ордынский переулок;Полянка;Собрание клубных домов ORDYNKA
КРОСТ;https://www.cian.ru/sale/flat/287271641/;Москва;sale;flat;43;46;4;116.7;44346000;Хорошево-Мневники;Генерала Глаголева;Карамышевская;Crystal
ID 416302;https://www.cian.ru/sale/flat/272596675/;Москва;sale;flat;4;7;4;366.0;524466800;Хамовники;Ефремова;Фрунзенская;Knightsbridge Private Park
Ташир;https://www.cian.ru/sale/flat/264100269/;Москва;sale;flat;3;32;4;163.8;69483960;Черемушки;Херсонская;Калужская;ONYX Deluxe
BARNES International Realty;https://www.cian.ru/sale/flat/286547163/;Москва;sale;flat;8;12;4;173.8;98000000;Хорошевский;Ходынский бульвар;ЦСКА;Гранд-парк
А101;https://www.cian.ru/sale/flat/277903951/;Москва;sale;flat;12;16;4;86.9;14565221;;;Бунинская аллея;
GRAND ESTATE - Премиальная недвижимость;https://www.cian.ru/sale/flat/285680288/;Москва;sale;flat;4;5;4;137.0;175000000;Арбат;переулок Романов;Библиотека им. Ленина;
Sminex-Интеко;https://www.cian.ru/sale/flat/286447366/;Москва;sale;flat;3;28;4;87.15;34870000;Марфино;Академика Королева;Бутырская;Дом Достижение
ID 47705286;https://www.cian.ru/sale/flat/286275816/;Москва;sale;flat;2;7;4;165.6;99900000;Арбат;Малая Молчановка;Арбатская;
Минские холмы;https://www.cian.ru/sale/flat/287022651/;Москва;sale;flat;49;56;4;140.4;51550179;Раменки;;Минская;Вилл Тауэрс ЖК
MHEstate;https://www.cian.ru/sale/flat/284849803/;Москва;sale;flat;6;14;4;170.0;89000000;Пресненский;Климашкина;Улица 1905 года;Климашкина 19
Level Group;https://www.cian.ru/sale/flat/284916925/;Москва;sale;flat;3;4;4;108.5;223553405;Хамовники;Саввинская набережная;Киевская;Саввинская 17 от Level
BARNES International Realty;https://www.cian.ru/sale/flat/263635473/;Москва;sale;flat;4;6;4;227.0;210000000;Хамовники;2-й Обыденский переулок;Кропоткинская;
А101;https://www.cian.ru/sale/flat/285978004/;Москва;sale;flat;3;30;4;77.1;15919349;Южное Бутово;к2.4;Бунинская аллея;Южные Сады ЖК
TimeProperty;https://www.cian.ru/sale/flat/284755843/;Москва;sale;flat;11;57;4;108.0;37000000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
;https://www.cian.ru/sale/flat/258098284/;Москва;sale;flat;18;19;4;108.2;38906015;Нагатинский затон;;Коломенская;Ривер Парк ЖК
Whitewill;https://www.cian.ru/sale/flat/283860663/;Москва;sale;flat;12;21;4;153.53;140000000;Пресненский;2-я Звенигородская;Улица 1905 года;Lucky
Основа;https://www.cian.ru/sale/flat/286886164/;Москва;sale;flat;3;31;4;111.02;42964740;Марфино;;Улица Милашенкова;Вери ЖК
MHEstate;https://www.cian.ru/sale/flat/286132919/;Москва;sale;flat;4;5;4;250.0;135000000;Красносельский;переулок Рыбников;Сретенский бульвар;
Glincom;https://www.cian.ru/sale/flat/275519790/;Москва;sale;flat;8;8;4;184.5;70000000;Даниловский;2-й Павелецкий проезд;Тульская;RIVERDALE APARTMENTS
Kalinka Group;https://www.cian.ru/sale/flat/278817840/;Москва;sale;flat;6;8;4;105.0;65000000;Якиманка;Ленинский проспект;Октябрьская;
Новые Ватутинки;https://www.cian.ru/sale/flat/280581253/;Москва;sale;flat;8;9;4;90.5;17937100;;;Ольховая;
Contact Real Estate;https://www.cian.ru/sale/flat/285249561/;Москва;sale;flat;12;21;4;154.0;140000000;Пресненский;2-я Звенигородская;Улица 1905 года;Lucky
Основа;https://www.cian.ru/sale/flat/286885898/;Москва;sale;flat;24;36;4;92.9;24339800;Ярославский;;Ростокино;Мираполис ЖК
ID 189423;https://www.cian.ru/sale/flat/287186329/;Москва;sale;flat;3;5;4;99.3;24900000;Текстильщики;7-я Текстильщиков;Волжская;
Capital Group;https://www.cian.ru/sale/flat/275692275/;Москва;sale;flat;2;30;4;138.8;45689490;Якиманка;Мытная;Серпуховская;Sky House
ID 357360;https://www.cian.ru/sale/flat/285585319/;Москва;sale;flat;20;33;4;141.0;103500000;Раменки;Мосфильмовская;Киевская;Дом на Мосфильмовской
Glincom;https://www.cian.ru/sale/flat/279316254/;Москва;sale;flat;8;8;4;106.4;48354000;Савеловский;Верхняя Масловка;Петровский Парк;Verdi
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/285696427/;Москва;sale;flat;18;18;4;227.2;155000000;Дорогомилово;Дохтуровский переулок;Студенческая;Кутузовский
Level Group;https://www.cian.ru/sale/flat/284889624/;Москва;sale;flat;-1;-1;-1;202.0;33764029;Хорошево-Мневники;Причальный проезд;Шелепиха;Level Причальный
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/288366872/;Москва;sale;flat;11;12;4;218.7;656100000;Хамовники;Трубецкая;Фрунзенская;Дом на Трубецкой
Level Group;https://www.cian.ru/sale/flat/286094639/;Москва;sale;flat;-1;-1;-1;202.0;40902444;Хорошево-Мневники;Причальный проезд;Шелепиха;Level Причальный
Gethome;https://www.cian.ru/sale/flat/269487658/;Москва;sale;flat;15;53;4;163.0;100000000;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
КОРТРОС;https://www.cian.ru/sale/flat/243146020/;Москва;sale;flat;18;41;4;117.95;49303100;Пресненский;Шмитовский проезд;Шелепиха;Headliner
Monumental Group;https://www.cian.ru/sale/flat/288088275/;Москва;sale;flat;3;5;4;91.0;44900000;Пресненский;Большая Садовая;Маяковская;
Level Group;https://www.cian.ru/sale/flat/286207426/;Москва;sale;flat;-1;-1;-1;202.0;56457777;Хорошево-Мневники;Причальный проезд;Шелепиха;Level Причальный
Kalinka Group;https://www.cian.ru/sale/flat/273225264/;Москва;sale;flat;7;7;4;238.0;239000000;Тверской;3-я Тверская-Ямская;Маяковская;
ФСК;https://www.cian.ru/sale/flat/288040916/;Москва;sale;flat;-1;-1;-1;202.0;58009680;Хорошево-Мневники;к2/1;Хорошёво;Сидней Сити ЖК
Contact Real Estate;https://www.cian.ru/sale/flat/288373783/;Москва;sale;flat;4;6;4;196.0;221405676;Раменки;Косыгина;Воробьёвы горы;Монолит
Sminex-Интеко;https://www.cian.ru/sale/flat/275095577/;Москва;sale;flat;13;14;4;92.1;62080000;Раменки;;Минская;Вест Гарден ЖК
ZIP Realty;https://www.cian.ru/sale/flat/288424209/;Москва;sale;flat;3;7;4;160.8;400000000;Якиманка;Ордынский тупик;Третьяковская;Barkli Gallery
Sminex-Интеко;https://www.cian.ru/sale/flat/281699159/;Москва;sale;flat;10;14;4;98.1;62400000;Раменки;;Минская;Вест Гарден ЖК
BARNES International Realty;https://www.cian.ru/sale/flat/274786797/;Москва;sale;flat;3;5;4;90.0;44900000;Пресненский;Большая Садовая;Маяковская;
ФСК;https://www.cian.ru/sale/flat/273735324/;Москва;sale;flat;-1;-1;-1;202.0;68290560;Хорошево-Мневники;Шеногина;Карамышевская;Sydney City
RMRealty;https://www.cian.ru/sale/flat/286546186/;Москва;sale;flat;16;53;4;108.0;65700000;Раменки;Мичуринский проспект;Раменки;
Донстрой;https://www.cian.ru/sale/flat/288195507/;Москва;sale;flat;18;19;4;132.1;68308910;Хорошево-Мневники;проезд Проектируемый № 1077;Терехово ;Остров
MHEstate;https://www.cian.ru/sale/flat/284849846/;Москва;sale;flat;6;17;4;212.0;114900000;Раменки;Мичуринский проспект;Ломоносовский проспект;
Аеон-Девелопмент;https://www.cian.ru/sale/flat/284405923/;Москва;sale;flat;40;45;4;132.0;77923441;Дорогомилово;Кутузовский проезд;Фили;River Park Towers Кутузовский
Webster;https://www.cian.ru/sale/flat/281104793/;Москва;sale;flat;7;12;4;171.6;170000000;Хамовники;2-я Фрунзенская;Фрунзенская;Андреевский
Гардтекс;https://www.cian.ru/sale/flat/282397938/;Москва;sale;flat;4;9;4;145.9;145900000;Хамовники;Саввинская набережная;Киевская;SAVVIN RIVER RESIDENCE
BARNES International Realty;https://www.cian.ru/sale/flat/285591891/;Москва;sale;flat;2;8;4;115.0;69900000;Мещанский;Большой Сухаревский переулок;Сухаревская;
Гардтекс;https://www.cian.ru/sale/flat/282397945/;Москва;sale;flat;7;9;4;124.4;146792000;Хамовники;Саввинская набережная;Киевская;SAVVIN RIVER RESIDENCE
GRAND ESTATE - Премиальная недвижимость;https://www.cian.ru/sale/flat/286821714/;Москва;sale;flat;7;14;4;145.2;100000000;Хамовники;Оболенский переулок;Фрунзенская;
Гардтекс;https://www.cian.ru/sale/flat/282397946/;Москва;sale;flat;4;9;4;143.6;150780000;Хамовники;Саввинская набережная;Киевская;SAVVIN RIVER RESIDENCE
Metrium Premium;https://www.cian.ru/sale/flat/284187536/;Москва;sale;flat;2;4;4;141.1;136867000;Пресненский;Вознесенский переулок;Тверская;
Сбербанк Капитал;https://www.cian.ru/sale/flat/288177361/;Москва;sale;flat;2;7;4;192.8;165703618;Якиманка;Софийская набережная;;Царев сад
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/278331913/;Москва;sale;flat;9;11;4;154.2;175000000;Басманный;Казарменный переулок;Курская;Дом на Покровском бульваре
Сбербанк Капитал;https://www.cian.ru/sale/flat/288177368/;Москва;sale;flat;3;7;4;187.4;177270093;Якиманка;Софийская набережная;;Царев сад
BARNES International Realty;https://www.cian.ru/sale/flat/285924657/;Москва;sale;flat;7;12;4;227.0;363200000;Хамовники;2-я Фрунзенская;Фрунзенская;Андреевский
ANT Development;https://www.cian.ru/sale/flat/274568572/;Москва;sale;flat;-1;-1;-1;202.0;193053483;Дорогомилово;;Парк Победы;Виктори Парк Резиденсез ЖК
Contact Real Estate;https://www.cian.ru/sale/flat/281800135/;Москва;sale;flat;9;20;4;193.0;135000000;Раменки;Мосфильмовская;Ломоносовский проспект;Воробьевы Горы
VESPER;https://www.cian.ru/sale/flat/262519423/;Москва;sale;flat;-1;-1;-1;202.0;200477000;Пресненский;2-я Звенигородская;Улица 1905 года;Lucky
Contact Real Estate;https://www.cian.ru/sale/flat/287972210/;Москва;sale;flat;4;6;4;216.0;299000000;Якиманка;Софийская набережная;Боровицкая;Золотой
VESPER;https://www.cian.ru/sale/flat/270042550/;Москва;sale;flat;-1;-1;-1;202.0;323554800;Пресненский;Костикова;Улица 1905 года;Lucky
Cristall Realty;https://www.cian.ru/sale/flat/288361332/;Москва;sale;flat;18;37;4;98.0;79900000;Хорошевский;Ленинградский проспект;Петровский Парк;Прайм Парк
Центр-Инвест;https://www.cian.ru/sale/flat/285691757/;Москва;sale;flat;6;7;4;278.71;358621173;Якиманка;переулок 2-й Хвостов;Полянка;Титул на Якиманке
Century 21 Street Realty;https://www.cian.ru/sale/flat/276110206/;Москва;sale;flat;29;51;4;136.0;63500000;Раменки;Мичуринский проспект;Раменки;
Центр-Инвест;https://www.cian.ru/sale/flat/285691728/;Москва;sale;flat;6;7;4;281.51;362223702;Якиманка;переулок 2-й Хвостов;Полянка;Титул на Якиманке
NIKA ESTATE;https://www.cian.ru/sale/flat/286482698/;Москва;sale;flat;2;9;4;108.6;129900000;Таганский;Серебрянический переулок;Китай-город;Титул на Серебрянической
Экран;https://www.cian.ru/sale/flat/288206721/;Москва;sale;flat;4;7;4;168.82;396727000;Замоскворечье;;Третьяковская;Русские Сезоны ЖК
Метриум-Премиум Городская недвижимость;https://www.cian.ru/sale/flat/283350553/;Москва;sale;flat;6;7;4;140.0;128000000;Басманный;Покровский бульвар;Чкаловская;Резиденция на Покровском бульваре
VESPER;https://www.cian.ru/sale/flat/268510408/;Москва;sale;flat;-1;-1;-1;202.0;413820550;Пресненский;Костикова;Улица 1905 года;Lucky
Intermark Real Estate - ранее Savills - городская недвижимость;https://www.cian.ru/sale/flat/286318542/;Москва;sale;flat;16;53;4;141.0;89000000;Раменки;Мосфильмовская;Ломоносовский проспект;Дом на Мосфильмовской
Экран;https://www.cian.ru/sale/flat/288206719/;Москва;sale;flat;1;2;4;267.5;481500000;Замоскворечье;;Третьяковская;Русские Сезоны ЖК
Зиля Карамова;https://www.cian.ru/sale/flat/276368615/;Москва;sale;flat;32;43;4;200.0;85000000;Фили-Давыдково;Давыдковская;Славянский бульвар;Эдельвейс
Sminex-Интеко;https://www.cian.ru/sale/flat/286944838/;Москва;sale;flat;4;6;4;232.43;502290000;Хамовники;3-й Обыденский переулок;;Клубный дом Обыденский № 1
Monumental Group;https://www.cian.ru/sale/flat/284066297/;Москва;sale;flat;5;5;4;116.0;72970000;Пресненский;Малая Бронная;Тверская;
Capital Group;https://www.cian.ru/sale/flat/286955471/;Москва;sale;flat;3;4;4;253.7;582495200;Якиманка;Софийская набережная;Александровский сад;Золотой
BARNES International Realty;https://www.cian.ru/sale/flat/279677989/;Москва;sale;flat;20;30;4;127.3;52193000;Якиманка;Мытная;Серпуховская;Sky House
Capital Group;https://www.cian.ru/sale/flat/286955474/;Москва;sale;flat;4;6;4;215.4;671186400;Якиманка;Софийская набережная;Александровский сад;Золотой
Intermark Real Estate - ранее Savills - городская недвижимость;https://www.cian.ru/sale/flat/288092387/;Москва;sale;flat;3;8;4;174.0;311000000;Хамовники;Ефремова;Спортивная;Knightsbridge Private Park
Capital Group;https://www.cian.ru/sale/flat/286955482/;Москва;sale;flat;3;4;4;467.2;885600000;Якиманка;Софийская набережная;Александровский сад;Золотой
Apple Real Estate;https://www.cian.ru/sale/flat/279087870/;Москва;sale;flat;3;9;4;207.1;180000000;Арбат;Поварская;Арбатская;
Sminex-Интеко;https://www.cian.ru/sale/flat/286944825/;Москва;sale;flat;6;6;4;428.5;1985120000;Хамовники;3-й Обыденский переулок;;Клубный дом Обыденский № 1
PEOPLE;https://www.cian.ru/sale/flat/286254328/;Москва;sale;flat;6;16;4;113.0;84000000;Замоскворечье;Мытная;Серпуховская;Английский квартал
TEKTA GROUP;https://www.cian.ru/sale/flat/284739848/;Москва;sale;flat;14;20;4;84.3;37842270;Даниловский;проспект Лихачева;Технопарк;Квартал на набережной NOW
ЛИДЕР Риэлти;https://www.cian.ru/sale/flat/286390211/;Москва;sale;flat;7;34;4;120.0;39900000;Аэропорт;Кочновский проезд;Аэропорт;Аэробус
Главстрой;https://www.cian.ru/sale/flat/284655977/;Москва;sale;flat;7;8;4;123.0;50643318;Филевский парк;Береговой проезд;Шелепиха;Береговой
